ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Funding_Type,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_Plan,Contact
6932900,California Pacific Medical Center-Davies Campus,Castro and Duboce Streets,San Francisco,94114,CA,Sutter Health,Non-Profit,2022,"Combination of counties, zip codes, and places",San Francisco,"94103, 94111, 94108, 94104, 94105, 94105, 94017, 94124, 94133, 94109, 94102, 94103, 94110, 94134, 94123, 94115, 94117, 94114, 94131, 94112, 94129, 94118, 94127, 94121, 94122, 94116, 94132","Treasure Island, North Beach, Chinatown, Financial District/South Beach, Mission Bay, Potrero Hill, Bayview Hunters Point, Russian Hill, Nob Hill, Tenderloin, Mission, Berman Heights, Portola, McLaren Parl, Visitacion Valley, Marina, Pacific Heights, Japantown, Western Addition, Heyes Valley, Castro/Upper Market, Noe Valley, Glen Park, Outer Misson, Excelsior, Presidio, Presidio Hieghts, Lone Mountain/USF, Haight Ashburry, Twin Peaks, West of Twin Peaks, Oceanview/Merced/Ingleside, Inner Richmond, Inner Sunset, Seacliff, Lincoln Park, Outer Richmond, Gold Gate Park, Sunset/Parkside, Lakeshore","Access to care, Behavioral health, Economic opportunity","Access to coordinated, culturally and linguistically appropriate care and services, Food security, healthy eating, and active living, Housing security and an end to homelessness, Safety from violence and trauma, Social, emotional, and behavioral health",https://www.sutterhealth.org/pdf/for-patients/chna/cpmc-2019-chna.pdf,N/A,SHCB@sutterhealth.org 
6933040,California Pacific Medical Center-St. Luke's Campus,3555 Cesar Chavez Street,San Francisco,94110-4403,CA,Sutter Health,Non-Profit,2018,"Combination of counties, zip codes, and places",San Francisco,"94103, 94111, 94108, 94104, 94105, 94105, 94017, 94124, 94133, 94109, 94102, 94103, 94110, 94134, 94123, 94115, 94117, 94114, 94131, 94112, 94129, 94118, 94127, 94121, 94122, 94116, 94132","Treasure Island, North Beach, Chinatown, Financial District/South Beach, Mission Bay, Potrero Hill, Bayview Hunters Point, Russian Hill, Nob Hill, Tenderloin, Mission, Berman Heights, Portola, McLaren Parl, Visitacion Valley, Marina, Pacific Heights, Japantown, Western Addition, Heyes Valley, Castro/Upper Market, Noe Valley, Glen Park, Outer Misson, Excelsior, Presidio, Presidio Hieghts, Lone Mountain/USF, Haight Ashburry, Twin Peaks, West of Twin Peaks, Oceanview/Merced/Ingleside, Inner Richmond, Inner Sunset, Seacliff, Lincoln Park, Outer Richmond, Gold Gate Park, Sunset/Parkside, Lakeshore","Psychosocial health, Healthy eating, Safety and violence prevention, Access to coordinated, culturally and linguistically appropriate services across the continuum, Housing stability/homelessness, Substance abuse, Physical activity, Economic barriers to health, Racial health inequities","Access to care, Healthy eating and physical activity, Behavioral health",https://www.sutterhealth.org/pdf/for-patients/chna-archive/cpmc-st.-lukes-2016-2018-implementation-strategy.pdf,N/A,SHCB@sutterhealth.org
6930742,California Rehabilitation Institute,2070 Century Park East,Los Angeles,90067-1907,CA,Select Medical Corporation,Non-Profit,2022,"Combination of counties, zip codes, and places",Los Angeles,"90008, 90210, 90211, 90212, 90013, 90014, 90015, 90017, 90067, 90016, 90018, 90230, 90232, 90010, 90021, 90071, 90079, 90019, 90036, 90028, 90038, 90043, 90301, 90302, 90303, 90305, 90011, 90062, 90056, 90304, 90001, 90002, 90003, 90044, 90047, 90059, 90037, 90089, 90007, 90046, 90048, 90069, 90025, 90035, 90064, 90024, 90006, 90057, 90004, 90005, 90020","Baldwin Hills, Central LA, Century City, Crenshaw, Culver City, Downtown LA, Fairfax/Mid-City, Hollywood , Hyde Park, Inglewood, LA/Coliseum,LA/MLK, Hobart, Ladera Heights, Lennox, South Central LA, South Los Angeles, West LA/Palms, Rancho, Westwood, Wilshire","Access to health care, Chronic diseases, Community safety, COVID-19, Economic insecurity, Environmental conditions, Food insecurity, Housing/homelessness, Mental health, Overweight and obesity, Preventive practices, Sexually transmitted infections, Substance abuse, Transportation","Housing and homelessness, mental health, access to care, economic insecurity, COVID-19",https://www.cedars-sinai.org/content/dam/cedars-sinai/community-benefits/documents/community-health-needs-assessment-2022.pdf,https://www.cedars-sinai.org/content/dam/cedars-sinai/community-benefits/documents/community-health-needs-assessment-2022.pdf,N/A
6930006,Canyon Ridge Hospital,5353 'G' Street,Chino,91710-5250,CA,"Universal Health Services, Inc.",Non-Profit,N/A unable to find,,,,,,,,,
6930399,Casa Colina Hospital and Health Systems,255 East Bonita Avenue,Pomona,91767-1923,CA,,Non-Profit,2021,"Combination of counties, zip codes, and places","San Bernardino, Los Angeles","91708, 91710, 91709, 91711, 91722, 91723, 91724, 91765, 91740, 91741, 91750, 91763, 91758, 91761, 91762, 91764, 91766, 91767, 91768, 91010, 91701, 91730, 91737, 91739, 91773, 91784, 91786, 91789, 91790, 91791, 91792","Chino, Chino Hills, Claremont, Covina, Diamond Bar, Glendora, La Verne, Monctclair, Ontario, Pomona, Rancho Cucamonga, San Dimas, Upland, Walnut, West Covina","Access to healthcare, Health status and chronic disease, Overweight and obesity, Prevention practices","Access to healthcare, Health status and  chronic disease, Overweight and obesity, Prevention practices",https://www.casacolina.org/documents/content/2021-CHNA-FINAL-Casa-Colina.pdf,https://www.casacolina.org/documents/content/2022-2024-Casa-Colina-Implementation-Strategy-Final.pdf,foundation@casacolina.org
6930182,Catalina Island Medical Center,100 Falls Canyon Road,Avalon,90704,CA,,Non-Profit,2019,List of Places,N/A,N/A,Santa Catalina,"Engage the community in planning to build a new hospital, Decrease obesity and increase physical fitness, Improve access to behavioral health services","Engage the community in planning to build a new hospital, Decrease obesity and increase physical fitness, Improve access to behavioral health services",https://cimedicalcenter.org/wp-content/uploads/2020/11/CIMC_CHNA_03192020.pdf,https://cimedicalcenter.org/wp-content/uploads/2020/11/CIMC_CHNA_03192020.pdf,HR@cimedicalcenter.org
6930444,Cedars-Sinai Medical Center,8700 Beverly Boulevard,Los Angeles,90048-1865,CA,Cedars-Sinai Health System,Non-Profit,2022,"Combination of counties, zip codes, and places",Los Angeles,"90008, 90210, 90211, 90212, 90013, 90014, 90015, 90017, 90067, 90016, 90018, 90230, 90232, 90010, 90021, 90071, 90079, 90019, 90036, 90028, 90038, 90043, 90301, 90302, 90303, 90305, 90011, 90062, 90056, 90304, 90001, 90002, 90003, 90044, 90047, 90059, 90037, 90089, 90007, 90046, 90048, 90069, 90034, 90025, 90035, 90064 , 90024, 90006, 90057 , 90004, 90005, 90020","Baldwin Hills, Beverly Hills, Central LA, Century City, Crenshaw, Culver City, Downtown LA, Mid-City, Hollywood, Hyde Park, Inglewood, Coliseum & MLK Blvd, MLK & Hobart, Ladera Heights, Lennox, South LA, University, USC, West Hollywood, Palms, Rancho, Westwood, Wilshire, Koreatown","Access to health care (i.e. primary care specialty care), Chronic diseases (asthma cancer diabetes heart disease liver disease stroke), Community safety, COVID-19, Economic insecurity, Environmental conditions (i.e. air and water quality pollution), Food insecurity, Housing/homelessness, Mental health, Overweight and obesity (healthy eating and physical activity), Preventie practices (i.e. vaccines screenings fall prevention), Sexually transmitted infections, Substance abuse, Transportation","Access to Health Care and Community Services, Chronic Disease and Prevention, Housing and People Experiencing Homelessness",https://www.cedars-sinai.org/content/dam/cedars-sinai/community-benefits/documents/community-health-needs-assessment-2022.pdf,https://www.cedars-sinai.org/content/dam/cedars-sinai/community-benefits/documents/2022-2025-Implementation-Strategy.pdf,groupcommunitybenefit@cshs.org
6931050,Centinela Hospital Medical Center,555 East Hardy Street,Inglewood,90301-4011,CA,Prime Healthcare Services,Non-Profit,N/A unable to find,,,,,,,,,
6930920,Central Valley General Hospital,1025 North Douty Street,Hanford,93230-3722,CA,Adventist Health,Non-Profit,2022,Combination of counties and zip codes,"Fresno, Kings, Monterey, San Benito, Tulare","93219, 93648, 93625, 93646, 93609, 93647, 93631, 93657, 93245, 93234, 93239, 93654, 93204, 93618, 93230, 93615, 93662, 93212, 93630, 93619, 93210, 93656, 93274",N/A,"Financial Stability, Food Security, Mental Health, Housing Unhoused, Housing Cost, Health Conditions, Education, COVID, Access to Care, Health Risk Behaviors","Financial Stability, Food Security, Mental Health",https://www.flipsnack.com/E7DDD888B7A/adventist-health-hanford-and-selma-2022-chna-report/full-view.html,https://www.adventisthealth.org/images/Hanford-Selma-2022-CHIS.pdf,community.benefit@ah.org
6930682,Central Valley Specialty Hospital,730 17th Street,Modesto,95354-1209,CA,,For-Profit,N/A unable to find,,,,,,,,,
6932302,Chapman Global Medical Center,2601 East Chapman Avenue,Orange,92869-3296,CA,"KPC Healthcare, Inc.",Unable to Find,N/A unable to find,,,,,,,,,
6931470,Children's Hospital Los Angeles,4650 West Sunset Boulevard,Los Angeles,90027-6062,CA,,Non-Profit,2022,Combination of counties and places,Los Angeles,N/A,"Antelope Valley, San Fernando Valley, San Gabriel Valley, Metro, West, South, East, South Bay ","Food Insecurity, Obesity, Health Services Communication, Patient/Family Centered Health Care, Communicable Infectious Diseases, Economic Security/Poverty, Homelessness/Housing, Mental Health","Economic Security/Poverty, Mental Health, Homelessness/Housing, Communicable Infectious Diseases, Patient/Family Centered Health Care, Health Services Communication, Obesity, Food Insecurity",https://www.chla.org/sites/default/files/atoms/files/CHLA-2022-CHLA-CHNA-Report-final-version.pdf,https://www.chla.org/sites/default/files/atoms/files/CHLA-2022-CBIS-final-version.pdf,communitybenefit@chla.usc.edu
6932287,Children's Hospital of Orange County,1201 West La Veta Avenue,Orange,92868-4203,CA,,Non-Profit,2022,List of Counties,Orange,N/A,N/A,"Mental Health, Access to Pedriatic Healthcare Services","Mental Health, Access to Pedriatic Healthcare Services",https://www.choc.org/files/CHOC-CHNA-Report.pdf,N/A,CommunityComments@CHOC.org
6932890,Chinese Hospital,845 Jackson Street,San Francisco,94133-4899,CA,,Non-Profit,2022,"Combination of counties, zip codes, and places",San Francisco,"94108, 94103, 94134, 94124, 94117, 94110, 94133, 94107","Chinatown, Bayview, Hunters Point, Potrero Hill, South of Market, North Beach, Mission District, Bernal Heights, Haight-Ashbury, Mission Bay, Sunset, Parkside, Forest Hill","Mental Health, Community Safety and Access to Health, In-Language Health Education, Health Insurance Coverage, Language Barriers, Health Insurance Coverage","Mental Health, Community Safety and Access to Health, In Language Health Education",chinesehospital-sf.org,chinesehospital-sf.org,N/A
6930401,Chino Valley Medical Center,5451 Walnut Avenue,Chino,91710-2672,CA,Prime Healthcare Services,Non-Profit,N/A unable to find,,,,,,,,,
6930113,CHOC Children's at Mission Hospital,27700 Medical Center Road,Mission Viejo,92691-6426,CA,,Non-Profit,2022,"Combination of counties, zip codes, and places",Orange,"92656, 92801, 92802, 92804, 92805, 92806, 92807, 92808, 92821, 92823, 90620, 90621, 92624, 92625, 92626, 92627, 90630, 92629, 92610, 92708, 92831, 92832, 92833, 92835, 92840, 92841, 92843, 92844,92845, 92646, 92647, 92648, 92649, 92602, 92603, 92604, 92606, 92612, 92614, 92617, 92618, 92620, 92697, 90631, 90623, 92694, 92651, 92653, 92677, 92630, 90720, 92655, 92691, 92692, 92660, 92661, 92662, 92663, 92657, 92865, 92866, 92867, 92868, 92869, 92870, 92688, 92672, 92673, 92675, 92701, 92703, 92704, 92705, 92706, 92707, 90740, 92676, 90680, 90742, 92679. 92780, 92782, 92861, 92683, 92886, 92887","Aliso Viejo, Anaheim, Brea, Buena Park, Capistrano Beach, Corona del Mar, Costa Mesa, Cypress, Dana Point, Foothill Ranch, Fountain Valley, Fullerton, Garden Grove, Huntington Beach, Irvine, La Habra, La Palma, Ladera Ranch, Laguna Beach, Laguna Hills, Laguna Niguel, Laguna Woods, Lake Forest, Los Alamitos, Midway City, Mission Viejo, Newport Beach, Newport Coast, Orange, Placentia, Rancho Santa Margarita, San Clemente, San Juan Capistrano, Santa Ana, Seal Beach, Silverado, Stanton, Sunset Beach, Trabuco Canyon, Tustin, Villa Park, Westminster, Yorba Linda","Mental health, Access to pediatric healthcare services, Maternal Infant and Child Health, Injury and Death, Chronic Health Conditions, Teen Sexual Health","Mental health, Access to pediatric healthcare services",https://www.choc.org/files/CHOC-CHNA-Report.pdf,N/A,CommunityComments@CHOC.org
6930689,Citrus Valley Medical Center-Inter Community Campus,210 West San Bernadino Road,Covina,91723-1515,CA,Citrus Valley Health Partners,Non-Profit,2022,"Combination of counties, zip codes, and places",Los Angeles,"91702, 91706, 91722, 91723, 91724, 91765, 91731, 91732, 91740, 91741, 91745, 91744, 91746, 91750, 91748, 91773, 91733, 91789, 91790, 91791, 91792","Azusa, Irwindale, Baldwin Park, Covina, Diamond Bar, El Monte (including City of Industry) , Glendora, Hacienda Heights (including City of Industry), La Puente (including Bassett, City of Industry and Valinda), La Verne, Rowland Heights (including City of Industry), Son Dimas, South El Monte, Walnut  (including City of Industry), West Covina","Cultural and Linguistic Barriers, Household Income, Unemployment, Poverty, Cost Burdened Households, Homelessness, Educational Attainment, Food Insecurity, Access to Health Care, Health Care Coverage, Delay of Care and Health Coverage, Health Status","Mental Health, Inequity of Care, Improved Access, Creating and Cultivating Partnerships, Homelessness and Food Insecurity, Diabetes and Obesity",https://res.cloudinary.com/dpmykpsih/image/upload/emanate-health-site-360/media/74cd68b59c2e4b949fbf0ccd05e4a814/2022-emanate-health-chna.pdf,https://res.cloudinary.com/dpmykpsih/image/upload/emanate-health-site-360/media/275340f1bf334f1b856c370b60a9ee24/emanate-health-2022-chna-implementation-plan-final.pdf,N/A
6930590,City of Hope's Helford Clinical Research Hospital,1500 East Duarte Road,Duarte,91010-3012,CA,,Non-Profit,2022,Combination of counties and places,"Los Angeles, Orange, Riverside, San Bernardino, Ventura ",N/A,"Alhambra, Altadena, Arcadia, Azusa, Baldwin Park, Bradbury, Citrus, Claremont, Covina, Diamond Bar, Duarte, El Monte, Glendora, Hacienda Heights, Industry, Irwindale, La Puente, La Verne, Monrovia, Monterey Park, Pasadena, Pomona, Rosemead, Rowland Heights, San Dimas, San Gabriel, San Marino, Sierra Madre, South El Monte, South Pasadena, Temple City, Valinda, Walnut, West Covina","Health access including general access to care, preventive care and bias in systems, Cancer, Chronic disease, COVID-19, Economic insecurity, Food insecurity, Housing insecurity and homelessness, Mental health, Overweight and obesity ","Social Determinants of Health, Health Access, Mental Health, Cancer Prevention",https://www.cityofhope.org/sites/www/files/2023-02/2022-2025-CHNA.pdf,https://www.cityofhope.org/sites/www/files/2023-02/implementation-strategy-2022-2025.pdf,CommunityBenefit@coh.org
6939111,Clovis Community Medical Center,2755 Herndon Avenue,Clovis,93611-6801,CA,Community Medical Centers,Non-Profit,2022,List of Counties,"Fresno, Kings, Madera, Tulare",N/A,N/A,"Mental health, maternal and child health, access to care, chronic diseases, nutritional, physical health","Mental health, maternal and child health, access to care, chronic diseases, nutritional, physical health",https://www.communitymedical.org/getattachment/51e91f02-6b3c-4bb9-b984-e7afe3dab770/CommunityHealthSystem_2022CHNA_9-19-22.pdf?lang=en-US,N/A,N/A
6932122,Coast Plaza Hospital,13100 Studebaker Road,Norwalk,90650-2500,CA,Avanti Hospitals,Non-Profit,N/A unable to find,,,,,,,,,
6930365,College Hospital Cerritos,10802 College Place,Cerritos,90703-1579,CA,College Health Enterprises,For-Profit,N/A unable to find,,,,,,,,,
6930504,College Hospital Costa Mesa,301 Victoria Street,Costa Mesa,92627-7131,CA,College Health Enterprises,For-Profit,N/A unable to find,,,,,,,,,
6931356,College Medical Center,2776 Pacific Avenue,Long Beach,90806-2613,CA,,Unable to Find,N/A unable to find,,,,,,,,,
6932085,Colorado River Medical Center,1401 Bailey Avenue,Needles,92363-3198,CA,,Non-Profit,2021,List of Zip Codes,N/A,"92363, 86440, 86426, 92332, 92304",N/A,"increase public perception of crmc, expanding primary care, improve patient experience","increase public perception of crmc, expanding primary care, improve patient experience",https://img1.wsimg.com/blobby/go/b5935dd0-7714-49fb-9427-d8d27771dc92/downloads/Colorado%20River%20Medical%20Center%20CHNA%202021.pdf?ver=1632502820276,https://img1.wsimg.com/blobby/go/b5935dd0-7714-49fb-9427-d8d27771dc92/downloads/Colorado%20River%20Medical%20Center%20CHNA%202021.pdf?ver=1632502820276,n/a
