ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Funding_Type,,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6214290,Rochester General Hospital,1425 Portland Avenue,Rochester,14621-3099,NY,Rochester Regional Health,For-Profit,Combination of counties and places,2019,Other,Monroe,N/A,Rochester,"Preventing Chronic Disease; Promote a Healthy and Safe Environment; Prevent Communicable Diseases; Promote Healthy Women, Infants and Children; Promote Well Being and Prevent Mental and Substance Abuse","Prevent Chronic diseases; Promote Healthy Women, Infants, and Children; Promote Well-Being to Prevent Mental; Substance Use Disorders",https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/community-health/health-policy/Final-MC-Needs-Assessment.pdf,N/A,Theresa_Green@urmc.rochester.edu
,Rochester General Hospital,1425 Portland Avenue,Rochester,14621-3099,NY,Rochester Regional Health,For-Profit,List of Counties,2022,Combination,Monroe,N/A,N/A,"Health Disparities in Maternal and Child Health Outcomes, Promote Well-Being","Promote Healthy Woman Infants and Children, Promote Well-Being and Prevent Mental and Substance Use Disorders",https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/community/documents/2022-2024-Monroe-County-Community-Health-Needs-Assessment.pdf,https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/community/documents/2022-2024-Monroe-County-Community-Health-Improvement-Plan.pdf,Theresa_Green@urmc.rochester.edu
6214310,Rochester Psychiatric Center,1111 Elmwood Avenue,Rochester,14620-3005,NY,New York State Office of Mental Health,Unable to Find,,N/A unable to find,,,,,,,,,
6212910,Rockefeller University Hospital,1230 York Avenue,New York,10065-6399,NY,,Unable to Find,List of Places,2022,List of Places,N/A,N/A,"New York City, Tri State Area","Prevent chronic diseases; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders; prevent communicable diseases","Healthy Eating and Food Security; Physical Activity; Tobacco Prevention; Chronic Disease Preventive Care and Management; Injuries, Violence and Occupational Health; Outdoor Air Quality; Built and Indoor Environments; Water Quality; Food and Consumer Products; Maternal and Women's Health; Perinatal and Infant Health; Child and Adolescent Health; Cross Cutting Healthy Women, Infants, and Children; Well-Being; Mental and Substance Use Disorders Prevention; Vaccine Preventable Diseases; Human Immunodeficiency Virus (HIV); Sexually Transmitted Infections (STIs); Hepatitis C Virus (HCV); Antibiotic Resistance and Healthcare-Associated Infections",https://www.rucares.org/assets/file/The%20Rockefeller%20University%20Hospital%20Community%20Service%20Plan%202022-2024_Final_.pdf,https://www.rucares.org/assets/file/The%20Rockefeller%20University%20Hospital%20Community%20Service%20Plan%202022-2024_Final_.pdf,mwilliams@rockefeller.edu.
6213855,Rockland Children's Psychiatric Center,599 Convent Road,Orangeburg,10962-1162,NY,New York State Office of Mental Health,Public,,N/A unable to find,,,,,,,,,
6213860,Rockland Psychiatric Center,140 Old Orangeburg Road,Orangeburg,10962-1157,NY,New York State Office of Mental Health,Public,,N/A unable to find,,,,,,,,,
6214390,Rome Memorial Hospital,1500 North James Street,Rome,13440-2844,N/A,St. Joseph Health,Non-Profit,List of Places,2022,List of Places,N/A,N/A,Rome,"Prevent Suicide, Increase cancer screening rates(specific focus breast cancer), Increase early detection of cardiovascular disease, diabetes, prediabetes ,obesity


","Mental Health/Children Teens Social Emotional Health, Chronic Disease Preventive Care/Screenings, Substance Use/Opioids, Maternal Child Health",https://www.romehealth.org/media/4wslg2ar/2022-2024-rome-health-implementation-plan.pdf,https://www.romehealth.org/media/4wslg2ar/2022-2024-rome-health-implementation-plan.pdf,N/A
6211120,Roswell Park Comprehensive Cancer Center,Elm and Carlton Streets,Buffalo,14263-0001,NY,,Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,"Erie, Niagara","14150, 14075, 14221, 1422A, 14220, 14226, 14225, 14223, 14127, 1421A, 14215, 14086, 14216","Tonawanda, Hamburg, Williamsville Cheektowaga, Haris Hill, Getzville, Woodstream Farms, West Seneca, East Seneca, Gardenville, Buffalo, West Seneca, Amherst, Snyder, Eggertsville, Getzville, Cheektowaga, Pine Hill, Buffalo Amherst, Orchard Park, Webster Corners, Ellicot, Windom, Cheektowaga, Cleveland Hill, Lancaster, Town Line","Reduce obesity and the risk of chronic disease, Increase the percentage of adults with perceived food security, Facilitate supportive environments that promote respect and dignity for people of all ages, Prevent opioid and other substance misuse and deaths, Prevent Mental and Substance Use Disorders,  Prevent opioid and other substance misuse and deaths, Reduce maternal mortality and morbidity, Increase breastfeeding"," Prevent Chronic Diseases; Promote Well-Being and Prevent Mental and Substance Use Disorders; Promote Healthy Women, Infants, and Children",https://www.chsbuffalo.org/sites/default/files/files/mission/kmh-community-health-improvement-plan-2022-2024.pdf,https://www.chsbuffalo.org/sites/default/files/files/mission/kmh-community-health-improvement-plan-2022-2024.pdf,Margaret.Barbalato@erie.gov
6212435,Sagamore Children's Psychiatric Center,197 Half Hollow Road,Dix Hills,11746-5861,NY,New York State Office of Mental Health,Unable to Find,,N/A unable to find,,,,,,,,,
6215460,Saint Joseph's Medical Center,127 South Broadway,Yonkers,10701-4006,NY,N/A,Non-Profit,Combination of counties and zip codes,2023,Combination,Westchester,"10701, 10705",N/A,"Prevent Chronic disease with focus on asthma, promote well-being and prevent mental and substance use disorder","Preventative care and maangement, prevent mental and substance use disorders ",https://www.saintjosephs.org/docs/default-source/default-document-library/sjmc-2022-chna-final-report-2022-02-24.pdf?sfvrsn=d37670fe_0,https://www.saintjosephs.org/docs/default-source/default-document-library/sjmc-2022-chna-final-report-2022-02-24.pdf?sfvrsn=d37670fe_0,Catherine.Hopkins@saintjosephs.org
6214990,Samaritan Hospital -St. Mary's Campus,2215 Burdett Avenue,Troy,12180-2475,NY,Trinity Health,Non-Profit,List of Counties,2022,List of Counties,"Albany, Rensselaer ",N/A,N/A,"Prevent Communicabel Diseases, Prevent Chronic Disease, Promote Well-being and prevent mental and substance use disorders","Diabetes/Obesity, Asthma/Tobacco Cessation, Mental Health and Well-Being",https://www.sphp.com/assets/documents/communitybenefit/2022-chna_sphpsam.pdf,https://www.sphp.com/assets/documents/communitybenefit/albany-sphsam-fy23-chna_implementation-strategy_sph_sam_final.pdf,N/A
6215210,Samaritan Medical Center,830 Washington Street,Watertown,13601-4034,NY,N/A,Non-Profit,List of Counties,2022,List of Counties,"Jefferson, Lewis, St. Lawrence",N/A,N/A,"Education & Poverty, Race & Poverty,Employment & Poverty, Health & Poverty, Gender & Poverty","Education & Poverty, Race & Poverty,Employment & Poverty, Health & Poverty, Gender & Poverty",https://co.jefferson.ny.us/media/Employment/Workforce%20Reports%20&%20Related%20Materials/2021%20Community%20Needs%20Assessment.pdf,https://co.jefferson.ny.us/media/Employment/Workforce%20Reports%20&%20Related%20Materials/2021%20Community%20Needs%20Assessment.pdf,N/A
6214520,Saratoga Hospital,211 Church Street,Saratoga Springs,12866-1003,NY,N/A,Non-Profit,List of Counties,2019,List of Counties,"Albany, Rensselaer, Schenectady, Saratoga, Columbia, Greene",n/a,n/a,"chronic disease; healthy & safe environment; infectious disease; Healthy Women, Infants, and Children; Mental Health and Substance Abuse",Preventing or reducing the burden of obesity and diabetes; smoking and asthma; mental health and substance abuse,https://www.saratogahospital.org/classes/communityhealthneedsassessment,https://www.saratogahospital.org/classes/communityhealthneedsassessment,n/a
6212490,Schuyler Hospital,220 Steuben Street,Montour Falls,14865-9709,NY,Cayuga Health System,Non-Profit,Combination of counties and places,2022,Combination,"Chemung, Livingston, Monroe, Ontario, Schuyler, Seneca, Steuben, Wayne, Yates",N/A,"Rochester, Canandaigua, Geneva, Elmira ","Prevent Chronic Diseases; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases","Prevent Chronic Diseases; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases",https://schuylerhospital.org/wp-content/uploads/134-45-CGH-CommunityHealthAssessment-2022-R3-Schuyler-1.pdf,https://schuylerhospital.org/wp-content/uploads/134-45-CGH-CommunityHealthAssessment-2022-R3-Schuyler-1.pdf,N/A
6211000,Sisters of Charity Hospital of Buffalo,2157 Main Street,Buffalo,14214-2692,NY,Catholic Health System,Non-Profit,List of Counties,2021,List of Counties,Erie,N/A,N/A,"Shortage of primary care physicians, Cost, Gaps in mental health reach, Care coordination and navigation, Cultural competency, Nutrition, Transportation, Overuse of the emergency department, Obesity, Health literacy","Improve healthcare literacy specifically targeting the areas of nutrition, substance use, depression and communicable diseases, Broaden reach of the Sisters Metabolic Center for wellness to also serve the needs of those with diabetes and heart disease stroke support programming, Education program targeting providers regarding alternatives to opioids for pain management helping high risk moms to prevent prematurity and address opioid dependence, Healthy eating and food security collaboration, Reduce healthcare disparities through trauma-informed care practicies, Improve access to care for Buffalo's homeless population, Depression screening program, Promote community standards of care for obstetrics patients, Improve screening for sexually transmitted infections in all obstetrician and gynecologist offices, Implement opioid use disorder in pregnancy program, Community health workers",https://www.chsbuffalo.org/sites/default/files/files/mission/SOCH%20Community%20Health%20Improvement%20Plan%202019-2021.pdf,https://www.chsbuffalo.org/sites/default/files/files/mission/SOCH%20Community%20Health%20Improvement%20Plan%202019-2021.pdf,N/A
6213950,Soldiers and Sailors Memorial Hospital of Yates County,418 North Main Street,Penn Yan,14527-1085,NY,Finger Lakes Health,Non-Profit,List of Counties,2019,List of Counties," Yates, Livingston, Ontario, Yates, Seneca, Steuben, Wayne",n/a,n/a,"Prevent Chronic Diseases; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases","Promote WellBeing and Prevent Mental and Substance Use Disorders, Prevent chronic disease",https://www.flhealth.org/patients-visitors/community/community-health-needs-assessment-chna-community-service-plan-csp-and-community-health-improvement-plan-chip,https://www.flhealth.org/patients-visitors/community/community-health-needs-assessment-chna-community-service-plan-csp-and-community-health-improvement-plan-chip,Lara.turbide@flhealth.org
6213950,Soldiers and Sailors Memorial Hospital of Yates County,418 North Main Street,Penn Yan,14527-1085,NY,Finger Lakes Health,Non-Profit,Combination of counties and zip codes,2022,Combination,Yates,"14507, 14415, 14418, 14527, 14441, 14842, 14478, 14837",N/A,"Prevent Chronic Diseases, Promote Well-Being and Prevent Mental and Substance Use Disorders ","Healthy Eating and Food Security, Prevent Opioid Overdose Deaths, Prevent mental & susbtance use disorders ",https://www.flhealth.org/assets/documents/community/chna-csp-chip-documents/2022-2024/2022-2024-community-needs-health-assessment-(chna).pdf,https://www.flhealth.org/assets/documents/community/chna-csp-chip-documents/2022-2024/yates-county-community-health-improvement-plan-2022-2024-(chip).pdf,Lara Turbide Lara.turbide@flhealth.org
6214690,South Beach Psychiatric Center,777 Seaview Avenue,Staten Island,10305-3409,NY,New York State Office of Mental Health,Public,,N/A unable to find,,,,,,,,,
6213735,South Nassau Communities Hospital,One Healthy Way,Oceanside,11572-1551,NY,,Non-Profit,List of Places,2021,List of Places,N/A,N/A,"Oceanside, Rockville Centre, Baldwin, Freeport, East Rockaway, Lynbrook, Long Beach, Island Park, Roosevelt ","Promote Well-being & Prevent Mental & SUD (Mental Health and Substance Disorders), Promote a Healthy & Safe Environment (Violence), Prevent Chornic Disease (Diabetes and Cancer)","Healthier Food Choices, Clean Air & Water, Mental Health Services, Drug & Alcohol Rehabilitation Serivces, Weight Loss Programs, Job Opportunities",https://www.southnassau.org/Uploads/Public/Documents/pdf/mssn-community-service-plan-2022-2024.pdf,https://www.southnassau.org/uploads/public/documents/brochures/mssn-community-service-plan-2019-2021.pdf,Phone: (516) 632-3000
6210150,South Oaks Hospital,400 Sunrise Highway,Amityville,11701-2508,NY,Northwell Health,Non-Profit,List of Counties,2022,List of Counties,Suffolk,N/A,N/A,"Prevent Chronic Disease, Promote Well-Being and Prevent Mental and Substance Use Disorders","Prevent Chronic Disease, Promote Well-Being and Prevent Mental and Substance Use Disorders",https://www.northwell.edu/sites/northwell.edu/files/2023-04/System-Report-2022-2024.pdf,https://www.northwell.edu/sites/northwell.edu/files/2023-04/System-Report-2022-2024.pdf,N/A
6210280,Southside Hospital,301 East Main Street,Bay Shore,11706-8458,NY,Northwell Health,Non-Profit,List of Counties,2022,List of Counties,Suffolk,N/A,N/A,"Prevent Chronic Disease, Promote Well-Being and Prevent Mental and Substance Use Disorders","Prevent Chronic Disease, Promote Well-Being and Prevent Mental and Substance Use Disorders",https://www.northwell.edu/sites/northwell.edu/files/2023-04/System-Report-2022-2024.pdf,https://www.northwell.edu/sites/northwell.edu/files/2023-04/System-Report-2022-2024.pdf,N/A
6215180,St. Anthony Community Hospital,15 Maple Avenue,Warwick,10990-1028,NY,Westchester Medical Center Health Network ,Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,"Orange, Rockland, Sullivan","10901, 10916, 10917, 10918, 10920, 10921, 10923, 10924, 10925, 10926, 10927, 10928, 10930, 10931, 10940, 10941, 10950, 10952, 10954, 10956, 10960, 10960, 10965, 10969, 10970, 10973, 10974, 10975, 10977, 10980, 10984, 10987, 10989, 10990, 10993, 10998, 12719, 12729, 12737, 12746, 12771, 12780",Warwick,"Healthly Eating and Food Security, Preventative Care and Management, Mental and Substance Use Disorders Prevention","Prevent chronic diseases, Promote Well-Being and Prevent Substance Use Disorders",https://www.stanthonycommunityhosp.org/Uploads/Public/Documents/Good%20Samaritan/Healthy%20Communities%20ACO/2022-2024%20SACH%20CHNA%20Final%2012.29.30.pdf,N/A,N/A
6210034,St. Barnabas Hospital,4422 Third Avenue,Bronx,10457-2545,NY,SBH Health System ,Non-Profit,Combination of counties and zip codes,2022,Combination,Bronx,"10457, 10458, 10460, 10456, 10453, 10468, 10459, 10467, 10472, 10462",N/A,"Increase food security, Reduce violence by targeting prevention programs to highest risk population, Increase breastfeeding","Prevent Chronic Diseases; Promote Healthy and Safe Environment; Promote Healthy Women, Infants and Children",https://www.sbhny.org/wp-content/uploads/2023/01/CSP-CHNA-2022-2024-Final-VF.pdf,https://www.sbhny.org/wp-content/uploads/2023/01/CSP-CHNA-2022-2024-Final-VF.pdf,N/A
6214616,St. Catherine of Siena Medical Center,50 Route 25-A,Smithtown,11787-1348,NY,Catholic Health Services of Long Island,Non-Profit,Combination of counties and places,2022,Combination,Suffolk,N/A,"Babylon, Huntington, Islip, Smithtown, Brookhaven, Southampton, Riverhead, East Hampton, Shelter Island, Southold","Access to care, mental health, health literacy, education, economic security (poverty), obesity and weight loss, food access, clean air and water","Prevent Chronic Diseases, Promote Well-Being and Prevent Mental and Substance Use Disorders",https://www.chsli.org/media/5868,https://www.chsli.org/media/5868,N/A
6214055,St. Charles Hospital,200 Belle Terre Road,Port Jefferson,11777-1928,NY,Catholic Health Services of Long Island,Non-Profit,List of Counties,2022,List of Counties,Suffolk,N/A,N/A,"Stable housing and supports, adressing poverty and enhancing self sufficiency, upstream prevention: promotion of individual well-baing, substance and alcohol misuse prevention and treatment, behavioral health: increasing access and coordination, promoting enhance physical health across communities","Promote Well-being and Prevent Mental and Substance Use Disorders, Promote a Healthy and Safe Environment, Prevent Chronic Diseases, Prevent Communicable Diseases Promote Healthy Women, Infants, and Children",https://www.stcharleshealthcare.org/sites/default/files/2019-10/20202022_SC%20MadrasCHNAv2.pdf,https://www.chsli.org/sites/default/files/2020-02/St.%20Charles%20Hospital%202019.2021%20CHNA%20and%20Attachments%20A_E_1.pdf,marilyn.fabbricante@chsli.org
6215090,St. Elizabeth Medical Center,2209 Genesee Street,Utica,13501-5999,NY,,For-Profit,Combination of counties and zip codes,2022,Combination,Oneida,"13440,13338, 13502  13469, 13501, 13478 ,13413, 13421, 13492,13319,13323,13322,13309,13328,13438, 13461, 13456,13486,13403,13494,13316, 13157, 13354, 13435, 13363, 13042, 13417, 13477, 13471, 13054, 13304, 13318, 13495, 13401, 13424, 13213, 13490, 13301 ,13308, 13313, 13321, 13341, 13425, 13352, 13476, 13442, 13480, 13449, 13303, 13455",N/A,"Facilitate employment, increase economic activity, improve educational opportunties, enhance public safety, improve health and wellness, provide enhanced housing opportunities","Mental Health/Children Teens Social Emotional Health, Chronic Disease Preventive Care/Screenings, Substance, Use/Opioids, Maternal Child Health",https://www.mvhealthsystem.org/wp-content/uploads/2023/03/Oneida-County-CHA-CSP-2022-2024-FINAL-Appendices.pdf,https://www.mvhealthsystem.org/wp-content/uploads/2023/03/Oneida-County-CHA-CSP-2022-2024-FINAL-Appendices.pdf,bthomas@cityofutica.com
6214410,"St. Francis Hospital, The Heart Center",100 Port Washington Boulevard,Roslyn,11576-1353,NY,Catholic Health Services of Long Island,Non-Profit,Combination of counties and places,2019,Combination,Nassau,N/A,"Roslyn, North Hempstead, Eastern Queens, Western Suffolk","Mental Health, Violence, Substance Use Disorders, Diabetes, Cancer","Prevent Chronic Diseases; Promote Well-Being and Prevent Mental and Substance Use Disorders; Promote a Healthy and Safe Environment; Prevent Communicable Diseases; Promote Healthy Women, Infants and Children",https://www.chsli.org/sites/default/files/2021-07/st.-francis-hospital-2019.2021-chna-and-attachments-a_e.pdf,https://www.chsli.org/sites/default/files/2021-07/st.-francis-hospital-2019.2021-chna-and-attachments-a_e.pdf,sue.palo@chsli.org
6211860,St. James Mercy Hospital,411 Canisteo Street,Hornell,14843-2197,NY,University of Rochester Medical Center,Non-Profit,Combination of counties and zip codes,2022,Combination,"Chemung, Livingston, Monroe, Ontario, Schuyler, Seneca, Steuben, Wayne, Yates ","14441, 14545, 14534, 14839, 13146, 14808, 14836, 14824",N/A,"prevent chronic diseases, obesity, Diabetes, Healthy eating, Physical activity, Tobacco use, Asthma, COPD, Hypertension, Cancer screening, Cardiovascular disease, Substance Use Disorders","Prevent Chronic Diseases; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases",https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/st-james/images/Steuben-CHA-12-22-Reduced-Size_1.pdf,https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/st-james/images/Steuben-CHIP-Chart-2022-2024-1.pdf,dsmith@steubencountyny.gov
6211570,St. John's Episcopal Hospital-South Shore,327 Beach 19th Street,Far Rockaway,11691-4423,NY,Episcopal Health Services,Non-Profit,"Combination of counties, zip codes, and places",2020,Combination,Queens,"11691, 11096, 11692, 11693, 11694","Far Rockaway, Inwood, Arverne, Rockaway Beach, Belle Harbor/Rockaway Park","Childhood Obesity; Obesity, Diabetes, and Hypertension; Premature Death; Cancer; Behavioral Health","Mental and Substance Use Disorders Prevention, Prevent Chronic Disease",https://ehs.org/application/files/1915/7841/3872/St_Johns_Episcopal_Hospital_CHNA_and_CSP_2020_-_2023_FINAL.pdf,https://ehs.org/application/files/1915/7841/3872/St_Johns_Episcopal_Hospital_CHNA_and_CSP_2020_-_2023_FINAL.pdf  (there is strategy towards the end of the same document),718) 869-7000
6210039,St. John's Riverside Hospital,967 North Broadway,Yonkers,10701-1399,NY,N/A,Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,"Westchester, Bronx","10566, 10511, 10567, 10547, 10588, 10548, 10520, 10598, 10535, 10562, 10546, 10501, 10527, 10510, 10514, 10549, 10507, 10536, 10526, 10589, 10578, 10560, 10597, 10518, 10590, 10576, 10506, 10504, 10570, 10594, 10595, 10591, 10523, 10603, 10604, 10533, 10607, 10601, 10577, 10573, 10605, 10706, 10705, 10703, 10704, 10708, 10701, 10801, 10533, 10805","Amawalk , Harrison, Mount Vernon, Thornwood, Ardsley , Armonk , Baldwin Place , Bedford, Bedford, Hastings-on-Hudson, New Rochelle, Waccabuc, Bedford Hills, Hawthorne, North Salem, White Plains, Briarcliff Manor, Irvington, Ossining, White Plains, Buchanan, Irvington, Peekskill, White Plains, Chappaqua, Jefferson Valley Yorktown, Pelham , White Plains, Cortlandt Manor, Pleasantville","Mental health and substance use disorders remain a high concern as does the stigma surrounding these diseases; Geographical and affordability barriers to access of mental health care; Undocumented status of individuals is a barrier as these persons may be fearful and often reluctant to seek resources; Disparities range across race, gender and age; Language barriers exist; Lack of funding; Education is critical throughout the age spectrum to promote healthy lifestyle behaviors and must be capitalized upon; Economic and safety disparities remain throughout the county; Observed inconsistent and fragmented education across the community; Development of safe environments for persons seeking help; Adequate and appropriate resources across the county, but coordination is lacking; Health improvement requires broader approaches addressing social, economic and environmental factors; Importance of enhancing patient centered care and inclusivity is needed for extending care planning to family and caregivers and promoting a multidisciplinary approach in treatment; Ease of access will continue to impact choice and utilization; Need to change the financial incentive structure of public assistance to pay for healthy food options; Work is needed with local organizations to increase access to healthier food options; Jobs are needed and employers should promote health, offer childcare, and more; Economic status inequality exists; Affordable, healthy food is needed and there is a lack of green/farmers markets; Public transportation is limited in sections of Westchester County; Need in the community for more affordable housing for permanent and transitional; Water quality is threatened due to improper disposal of pharmaceuticals; Safe places are needed for all to walk, play, exercise and socially engage","Chronic Disease Preventive Care and Management; Promote Healthy Women, Infants and Children",https://riversidehealth.org/wp-content/uploads/2022-2024-SJRH-Community-Health-Needs-Assessment.pdf,https://riversidehealth.org/wp-content/uploads/2022-2024-SJRH-Community-Health-Needs-Assessment.pdf,NMagliocca@riversidehealth.org
6210335,St. Joseph Hospital,4295 Hempstead Turnpike,Bethpage,11714-5769,NY,Catholic Health Services of Long Island,Non-Profit,Combination of counties and places,2019,List of Counties,Nassau,n/a,"Bethpage, Massapequa, Farmingdale, Amityville, Levittown, Massapequa Park, Wantagh, Seaford, Bellmore, East Meadow, Lindenhurst, Copiague, Babylon, Hicksville, Plainview, Woodbury","Mental Health, Exercise, Diet, Opioid Use, Personal Health","Prevent Chronic Disease, Promote Well-Being and Prevent Mental and Substance Use Disorders, Promote Healthy and Safe Environment",https://www.catholichealthli.org/sites/default/files/2020-02/St.%20Joseph%20Hospital%202019.2021%20CHNA%20and%20Attachments%20A_E.pdf,https://www.catholichealthli.org/sites/default/files/2020-02/St.%20Joseph%20Hospital%202019.2021%20CHNA%20and%20Attachments%20A_E.pdf,"Lawrence E. Eisenstein, MD, MPH, FACP, Commissioner of Health at the Nassau Health Dept, (516) 742-6154"
,St. Joseph Medical Center,"127 S Broadway, Yonkers, NY 10701",Yonkers,10701,NY,New York Medical College,Non-Profit,Combination of counties and zip codes,2022,List of Places,Westchester,"10701, 10703, 10704, 10705, 10710, 1063, 10466, 10467, 10470, 10470",n/a,"Preventing Chronic Disease; Promote Wellbeing and Prevent Mental and Substance Use Disorders; Promote Healthy Women, Infants, and Children; Prevent Communicable Diseases; Promote a Healthy and Safe Environment","Preventing Chronic Disease; Promote Wellbeing and Prevent Mental and Substance Use Disorders; Promote Healthy Women, Infants, and Children; Prevent Communicable Diseases; Promote a Healthy and Safe Environment",https://www.saintjosephs.org/docs/default-source/default-document-library/2022-regional-cha-final-20221202.pdf?sfvrsn=4f133b5e_0,https://www.chsli.org/media/5459,"Irina Gelman, DPM, MPH Commissioner of Health, 200 County Seat Drive, North Entrance Mineola, NY 11501, (516) 742-6154"
6211540,St. Joseph's Hospital,555 St. Joseph's Boulevard,Elmira,14901-3223,NY,Arnot Health,Non-Profit,List of Counties,2019,List of Counties,Chemung,N/A,N/A,Prevent Chronic Disease,Prevent Chronic Disease,https://www.arnothealth.org/uploads/resources/885895_chemung-cha-chip-19-21.pdf,https://www.arnothealth.org/uploads/resources/885895_chemung-cha-chip-19-21.pdf,"Ashley Gleason: AGleason@arnothealth.org, 607-737-7727"
6214870,St. Joseph's Hospital Health Center,301 Prospect Avenue,Syracuse,13203-1807,NY,Trinity Health,Non-Profit,List of Counties,2021,List of Counties,Onondaga,N/A,N/A,"Prevent Chronic Diseases, Promote Well-Being and Prevent Mental and Substance Use Disorders","Promote Well-Being and Prevent Mental and Substance Use Disorders; Promote Healthy Women, Infants, and Children",https://www.sjhsyr.org/about-us/for-our-community/easset_upload_file48632_252404_e.pdf,http://ongov.net/health/documents/OnondagaCountyCHA-CHIP.pdf,"Email: CommunityHealth@sjhsyr.org, Phone: 315-448-5893"
6213760,St. Lawrence Psychiatric Center,1 Chimney Point Drive,Ogdensburg,13669-2291,NY,New York State Office of Mental Health,Unable to Find,,N/A unable to find,,,,,,,,,
6210170,St. Mary's Healthcare,427 Guy Park Avenue,Amsterdam,12010-1054,NY,Ascension Healthcare,Non-Profit,Combination of counties and zip codes,2021,Combination,"Fulton, Montgomery ","12032, 12134, 12117, 12025, 13470, 13329, 12078, 12095, 13453, 13339, 13410, 13317, 13438, 12068, 12166, 12072, 12060, 12177, 12069, 12070, 12010, 12086",N/A,"Substance Abuse/Mental Health; Nutrition, Physical Activity, and Weight (Prevent Diabetes)","Nutrition/Physical Activity/Weight, Mental Health, Substance Abuse, Tobacco Use, Heart Disease/Stroke, Diabetes ",https://www.smha.org/wp-content/uploads/2022/04/2021-PRC-CHNA-Report-St-Marys-Healthcare.pdf,https://www.smha.org/wp-content/uploads/2022/04/2021-CHNA-Implementation-Strategy-Final.pdf,N/A
6210070,St. Peter's Hospital,315 South Manning Boulevard,Albany,12208-1789,NY,Trinity Health,Non-Profit,List of Counties,2022,List of Counties,"Albany, Rensselaer",N/A,N/A,"Prevent Communicable Diseases, Prevent Chronic Diseases, Promote Well-Being and Prevent Mental and Substance Use Disorders","Vaccine Preventable Diseases (COVID-19), Chronic Disease Preventive Care and Management (Diabetes and Obesity),  Mental and Substance Use Disorders Prevention",https://www.sphp.com/assets/documents/communitybenefit/2022-chna_sphpsam.pdf,https://www.sphp.com/assets/documents/communitybenefit/albany-sphsam-fy23-chna_implementation-strategy_sph_sam_final.pdf,N/A
6214735,Staten Island University Hospital,475 Seaview Avenue,Staten Island,10305-3436,NY,Northwell Health,Non-Profit,List of Counties,2022,List of Counties,"Nassau, New York, Queens, Richmond, Suffolk, Westchester",N/A,N/A,"Healthy eating and food security, physical activity, tobacco prevention, Preventative care and management, promote wellbeing"," Prevent Chronic Disease; Promote Well-Being and Prevent Mental and Substance Use Disorders; Chronic disease, especially in at risk and diverse communities; Mental health and substance abuse; Chronic disease, especially in at risk and diverse communities; Health Literacy including fear and stigma; Limited transportation; Access to healthcare including costs of insurance and health care; Poor neighborhood infrastructure related to housing, recreation, and safety; Food insecurity; Economic instability and lack of affordable housing; Environmental hazards; Need for early childhood health and youth education; Lack of community engagement; Need for stronger healthcare and community-based organization partnerships",https://www.northwell.edu/sites/northwell.edu/files/2023-04/System-Report-2022-2024.pdf,https://www.northwell.edu/sites/northwell.edu/files/2022-12/northwell-health-2022-2024-CHNA-CHIP-CSP-NYSDOH-implementation-plan.pdf,N/A
6211770,Stony Brook Eastern Long Island Hospital,201 Manor Place,Greenport,11944-1298,NY,Stony Brook Medicine ,Non-Profit,"Combination of counties, zip codes, and places",2018,Combination,Suffolk,"11935, 11939, 11944, 11948, 11952, 11957, 11958, 11964, 11965, 11971 ","Cutchogue, East Marion, Greenport, Laurel, Mattituck, Orient, Peconic, Shelter Island, Shelter Island Heights, Southold","Drugs and Alcohol Abuse, Cancer, Heart Disease and Stroke, Women's Health and Wellness, Obesity/Weight-loss Issues",Prevent Chronic Diseases ,https://elih.stonybrookmedicine.edu/sites/default/files/2019-05/CSP2016_2018_FINAL.pdf,N/A,linda.sweeney@elih.org
6214775,Stony Brook University Hospital,101 Nicolls Road,Stony Brook,11794-8410,NY,Stony Brook Medicine ,Non-Profit,,N/A unable to find,,,,,,,,,
