ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Funding_Type,,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6410079,Select Specialty Hospital-Canton,"1320 Mercy Drive NW, 6th Floor",Canton,44708-2614,OH,Select Medical Corporation,Unable to find,,N/A unable to find,,,,,,,,,
6410046,Select Specialty Hospital-Cincinnati,"375 Dixmyth Avenue, 15th Floor",Cincinnati,45220-2475,OH,Select Medical Corporation,Unable to find,,N/A unable to find,,,,,,,,,
6410059,Select Specialty Hospital-Columbus,1087 Dennison Avenue,Columbus,43201-3201,OH,Select Medical Corporation,Unable to find,,N/A unable to find,,,,,,,,,
6410062,Select Specialty Hospital-Youngstown,1044 Belmont Avenue,Youngstown,44504-1006,OH,Select Medical Corporation,Unable to find,,N/A unable to find,,,,,,,,,
6410571,Sequel Pomegranate Health Systems,765 Pierce Drive,Columbus,43223,OH,,Unable to find,,N/A unable to find,,,,,,,,,
6410622,Shriners Hospitals for Children - Cincinnati,3229 Burnet Avenue,Cincinnati,45229-3095,OH,Shriners Hospitals for Children,Non-Profit,List of Places,2022,List of Places,N/A,N/A,Dayton,"Social determinants of health, mental health, substance use, chronic diseases, care coordination","Social determinants of health, mental health, substance use, chronic diseases, care coordination",https://www.shrinerschildrens.org/en/community-health-needs,https://www.shrinerschildrens.org/en/community-health-needs,N/A
6410499,Soin Medical Center,3535 Pentagon Boulevard,Beavercreek,45431-1705,OH,Kettering Health Network,Non-Profit,Combination of counties and places,2021,Combination,"Adams, Auglaize, Brown, Bulter, Champaign, Clark, Clermont, Clinton, Darke, Greene, Hamiliton, Miami, Montgomery, Preble, Shelby, Warren",N/A,"Butler, Clermont, Hamilton, Warren","Behavioral Health, Cardiovascular Disease, Dental and Vision","Increase Access to Services, Food Security and Housing, Workforce Pipeline and Diversity",https://ketteringhealth.org/wp-content/uploads/2022/01/CHNA-Final-full-12-14-21.pdf,https://ketteringhealth.org/about/community-health-needs/,N/A
6410018,South Pointe Hospital,20000 Harvard Road,Warrensville Heights,44122-6805,OH,Cleveland Clinic Health System,Non-Profit,Combination of counties and zip codes,2022,Combination,"Cuyahoga, Portage, Summit","44056, 44067, 44087, 44104, 44105, 44112, 44118, 44120, 44121, 44122, 44124, 44125, 44128, 44137, 44139, 44143, 44146, 44202, 44236",N/A,"Access to Healthcare, Behavioral Health, Chronic Disease Prevention & Management, Maternal & Child Health, Socioeconomic Issues","Access to Healthcare, Behavioral Health, Chronic Disease Prevention & Management, Maternal & Child Health, Socioeconomic Issues",https://my.clevelandclinic.org/-/scassets/files/org/about/community-reports/chna/2022/2022-south-pointe-hospital-chna.pdf?la=en,https://my.clevelandclinic.org/-/scassets/files/org/about/community-reports/chna/2022/2022-south-pointe-hospital-chna.pdf?la=en,CHNA@ccf.org
6410265,Southeastern Ohio Regional Medical Center,1341 North Clark Street,Cambridge,43725-9614,OH,OhioHealth,Non-Profit,Combination of counties and zip codes,2022,Combination,"Guernsey, Noble","43722, 43723, 43725, 43732, 43733, 43736, 43749, 43750, 43755, 43768, 43772, 43773, 43778, 43780, 43762, 43832, 43837, 43973, 43983, 44699, 43711, 43717, 43724, 43779, 43788, 45727, 43732, 43772, 43773, 43778, 43780, 45715, 45744, 45745, 45746",N/A,"Drug Addiction and Substance Use; Chronic Disease (obesity, heart disease, diabetes, high cholesterol, high blood pressure); Mental Health (anxiety and depression); Community Conditions (including poverty)","Drug Addiction and Substance Use; Chronic Disease (obesity, heart disease, diabetes, high cholesterol, high blood pressure); Mental Health (anxiety and depression); Community Conditions (including poverty)",https://www.ohiohealth.com/siteassets/find-a-location/hospitals/southeastern-medical-center/community-health-needs-assesments/2022-chna--southeastern-medical-center.pdf,https://www.ohiohealth.com/siteassets/find-a-location/hospitals/southeastern-medical-center/community-health-needs-assesments/2022-chna--southeastern-medical-center.pdf,Wendy.Elliott@ohiohealth.com
6411905,Southern Ohio Medical Center,1805 27th Street,Portsmouth,45662-2640,OH,,Non-Profit,List of Counties,2021,List of Counties,"Scioto, Adams, Jackson, Lawrence, Pike",N/A,N/A,"Access to Healthcare Services, Cancer, Diabetes, Heart Diseases and Stroke, Infant Health and Family Planning, Kidney Disease, Injury & Violence, Nutrition, Physical Activity, & Weight, Mental Health, Oral Health, Potentially Disabling Conditions, Respiratory Diseases, Substance abuse, Tobacco use","Access to care, Tobacco use, Nutrition, Physical activity & Obesity, Cancer, Mental Health & Substance abuse",https://www.somc.org/content/uploads/2022/05/Web-version-SOMC-2021-CHNA-and-2022-Implementation-Plan-052022.pdf,https://www.somc.org/content/uploads/2022/05/Web-version-SOMC-2021-CHNA-and-2022-Implementation-Plan-052022.pdf,N/A
6410200,Southwest General Health Center,18697 Bagley Road,Middleburg Heights,44130-3497,OH,University Hospitals,Non-Profit,List of Counties,2022,List of Counties,Cuyahoga,N/A,N/A,"Accessible and Affordable Healthcare; Education; Access to Healthy Food; Environmental Health; Behavioral Health (Mental Health and Drug Use/Misuse); Maternal, Fetal, & Infant Health; Community Safety; Older Adult Population; Economic Concerns; Structural & Institutional Racism","Behavioral Health (Mental Health & Drug Use/Misuse), Accessible and Affordable Healthcare, Community Conditions (Access to Healthy Food & Community Safety)",https://www.swgeneral.com/documents/2022_cuyahoga_county_community_health_needs_assessment.pdf,https://www.swgeneral.com/documents/communityHealthAssessment_2023.pdf,comalley@swgeneral.com
6410038,Specialty Hospital of Lorain,254 Cleveland Avenue,Amherst,44001-1620,OH,Mercy Regional Health System,Non-Profit,List of Counties,2022,List of Counties,Lorain,N/A,N/A,"Chronic disease management and prevention, cancer, substance use, mental health, maternal and child health","Chronic disease management and prevention, cancer, substance use, mental health",https://www.loraincountyhealth.com/files/CHA2022_FINAL_linked.pdf,https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-lorain-implementation-strategy-2023.pdf?la=en&hash=4123399A0B39CF846D6BF979301A8F95170EF2F9,MDandurand@LorainCountyHealth.com
6412050,Springfield Regional Medical Center,100 Medical Center Drive,Springfield,45504-2687,OH,Mercy Health,Non-Profit,Combination of counties and zip codes,2019,Combination,Clark,"43010, 45319, 45323, 45341, 45344, 45349, 45368, 45369, 45372, 45501, 45502, 45503, 45504, 45505, 45506",N/A,"Mental health and addiction, including trauma; Chronic disease (heart, asthma, diabetes, cancer); Maternal and infant health (preterm births, low birth weight, and infant mortality); Cross-Cutting Factors: Social determinants of health (education, employment, income and housing); Health behaviors (tobacco prevention and cessation, active living, health eating, sexual activity); Access to care ","Cross-Cutting Factors: Health Risk Prevention & Healthy Living & Access to Care; Behavioral Health (identified above as Mental health, addiction, including trauma); Chronic Disease: Cancer (Specific focus on Bronchial & Lung and Colon & Rectum) Heart Failure, Diabetes, COPD; Maternal/Infant Health, Healthy Births & Infant Mortality",https://209.200.153.12/-/media/mercy/about-us/community-benefit/2019-chna-springfield-regional-medical-center.ashx?la=en,https://odh.ohio.gov/static/population-health/springfieldregionalmedicalcenteris20-22.pdf,N/A
6419020,St. John Medical Center,29000 Center Ridge Road,Westlake,44145-5293,OH,University Hospitals,Non-Profit,List of Counties,2020,List of Counties,Cuyahoga,N/A,N/A,"Eliminating structural racism; Enhancing trust and trustworthiness across sectors, people and communities; Addressing community conditions, such as reducing poverty and its effects; Enhancing mental health and reducing substance abuse; Reducing chronic illness and its effects","Eliminating structural racism; Enhancing trust and trustworthiness across sectors, people and communities; Addressing community conditions, such as reducing poverty and its effects; Enhancing mental health and reducing substance abuse; Reducing chronic illness and its effects",https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/2020-cuyahoga-implementation-strategy.pdf?la=en&hash=ABC4D15D304424444C05370C8D369AA94ACEBF64,https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/2020-cuyahoga-implementation-strategy.pdf?la=en&hash=ABC4D15D304424444C05370C8D369AA94ACEBF64,N/A
6412160,St. Luke's Hospital,5901 Monclova Road,Maumee,43537-1899,OH,,,,N/A unable to find,,,,,,,,,
6410027,St. Vincent Charity Medical Center,2351 East 22nd Street,Cleveland,44115-3111,OH,Sisters of Charity Health System,,List of Counties,2022,List of Counties,Summit,N/A,N/A,"Trust, structural racism, poverty, food security, transportation, tobacco use, lack of physical activity, flu vaccine rates, cardiovascular disease, childhood asthma, diabetes, mental health/suicide, opioids/substance use disorders, homicide/violence/safety, infant mortality, lead poisoning","Chronic disease; community conditions; mental health and addiction; eliminating structural racism; enhancing trust and trustworthiness across sectors, people, and communities",https://www.stvincentcharity.com/media/1490/2019_chna_final_108.pdf,https://www.stvincentcharity.com/media/1602/02525_2020healthstrategyart.pdf,N/A
6410012,Summa Health System,525 East Market Street,Akron,44304-1619,OH,Summa Health,Non-Profit,List of Counties,2022,List of Counties,Summit ,N/A,N/A,"Access and Barriers to Health Care, Chronic Disease Prevention and Management, Health Equity, Mental Health and Addiction & Social Determinants of Health","Access and Barriers to Health Care, Chronic Disease Prevention and Management, Health Equity, Mental Health and Addiction & Social Determinants of Health",https://www.summahealth.org/-/media/project/summahealth/website/page-content/about-us/cbe-22-58249-summa-health-community-health-needs-assessment-2022.pdf,https://www.summahealth.org/-/media/project/summahealth/website/page-content/about-us/cbe-22-58249-summa-health-community-health-needs-assessment-2022.pdf,"Marlo Schmidt, MS, MBA: System Director, Community Benefit Summa Health Corporate Office 1077 Gorge Blvd, Akron, Ohio 44310; (234) 312.5261 schmidtm@summahealth.org"
6410522,Summa Rehab Hospital,29 North Adams Street,Akron,44304-1641,OH,Summa Health,Non-Profit,List of Counties,2022,List of Counties,Summit ,N/A,N/A,"Access and Barriers to Health Care, Chronic Disease Prevention and Management, Health Equity, Mental Health and Addiction & Social Determinants of Health","Access and Barriers to Health Care, Chronic Disease Prevention and Management, Health Equity, Mental Health and Addiction & Social Determinants of Health",https://summa.ernesthealth.com/wp-content/uploads/sites/41/2023/12/CBE-22-58249-Summa-Health-Community-Health-Needs-Assessment-2022.pdf,https://summa.ernesthealth.com/wp-content/uploads/sites/41/2023/12/CBE-22-58249-Summa-Health-Community-Health-Needs-Assessment-2022.pdf,schmidtm@summahealth.org
6410550,Summit Behavioral Healthcare,1101 Summit Road,Cincinnati,45237-2652,OH,Ohio Department of Mental Health,Unable to find,,N/A unable to find,,,,,,,,,
6410296,Surgical Hospital at Southwoods,7630 Southern Boulevard,Youngstown,44512-5633,OH,,Unable to find,,N/A unable to find,,,,,,,,,
6411173,Sycamore  Medical Center,4000 Miamisburg-Centerville Road,Miamisburg,45342-7615,OH,Kettering Health Network,Non-Profit,List of Counties,2023,List of Counties,"Adams, Auglaize, Brown, Bulter, Champaign, Clark, Clermont, Clinton, Darke, Greene, Hamiliton, Miami, Montgomery, Preble, Shelby, Warren",N/A,N/A,"Behavioral Health, Cardiovascular Disease, Dental, vision","Increase Access to Services, Food Security and Housing, Workforce Pipeline and Diversity",https://ketteringhealth.org/wp-content/uploads/2022/01/CHNA-Final-full-12-14-21.pdf,https://ketteringhealth.org/wp-content/uploads/2022/01/CHNA-Final-full-12-14-21.pdf,N/A
6410076,Ten Lakes Center,"819 North First Street, 3rd Floor",Dennison,44621-1003,OH,"Acadia Healthcare Company, Inc.",Unable to find,,N/A unable to find,,,,,,,,,
6419060,The Jewish Hospital - Mercy Health,4777 East Galbraith Road,Cincinnati,45236-2725,OH,Mercy Health,Non-Profit,List of Counties,2022,List of Counties,"Butler, Clermont, Hamilton, Warren ",N/A,N/A,"Cardiovascular-related conditions, Mental Health, Dental, Arthritis, Lung/Respiratory Health, Mental Health Concerns, Prevention-realted Health Needs, Vision, Allergy","Access to Services, Food and Housing Security, Workforce Pipeline Diversity and Cultural Competency",https://www.mercy.com/about-us/mission/giving-back/community-health-needs-assessment,https://www.mercy.com/about-us/mission/giving-back/community-health-needs-assessment,RAHemenway@mercy.com
6412130,The University of Toledo Medical Center,3000 Arlington Avenue,Toledo,43614-2595,OH,,Non-Profit,List of Counties,2018,List of Counties,"Lucas, Allen, Definance, Erie, Fulton, Hancock, Henry, Henron, Ottawa, Sandusky, Seneca, Williams, Wood",N/A,N/A,Heart Disease and Other Chronic Diseases,Heart Disease and Other Chronic Diseases,https://www.utoledo.edu/policies/utmc/Administrative_Plans/pdfs/FY18%20Community%20Plan.pdf,https://www.utoledo.edu/policies/utmc/Administrative_Plans/pdfs/FY18%20Community%20Plan.pdf,N/A
6410505,The Woods at Parkside,349 Olde Ridenour Road,Gahanna,43230-2528,OH,,,N/A unable to find,,,,,,,,,,
6410207,Three Gables Surgery Center (Managed by St. Mary's Medical Center),5897 County Road 107,Proctorville,45669-8852,OH,,,2022,List of Counties,"Within Ohio: Lawrence, Gallia, Meigs, Scioto Counties; Within West Virginia: Cabell, Wayne, Lincoln, Mason, Putnam, Kanawha,Mingo, Logan, Boone, Raleigh Counties; Within Kentucky: Boyd, Carter, Greenup, Johnson, Lawrence, Martin Counties",N/A,N/A,"Behavioral Health, Substance Use Disorder, Chronic disease management and prevention, Aging population, Food insecurity","Behavioral Health, Substance Use Disorder, Chronic disease management and prevention, Aging population, Food insecurity",https://www.st-marys.org/about-smmc/community-health-needs-assessment/chna-2022/,https://www.st-marys.org/about-smmc/community-health-needs-assessment/chna-2022/,N/A,
6410291,TriHealth Evendale Hospital,3155 Glendale Milford Road,Cincinnati,45241-3134,OH,TriHealth,Non-Profit,2019,List of Counties,"Butler, Clermont, Hamilton, Warren",N/A,N/A,"Social Determinants of Health, Mental health, Access to care, Healthy food/nutrition, Health education","Social Determinants of Health, Mental health, Access to care, Healthy food/nutrition, Health education",https://www.trihealth.com/about-trihealth/fulfilling-our-mission-and-values/community-health-needs-assessment,https://www.trihealth.com/about-trihealth/fulfilling-our-mission-and-values/community-health-needs-assessment,N/A,
6410019,Trinity Health System,380 Summit Avenue,Steubenville,43952-2699,OH,CommonSpirit Health,Non-Profit,2022,List of Counties,Jefferson ,N/A,N/A,"Obesity/overweight, Mental health, substance use, diabetes, heart disease, maternal and child health","Access to care, chronic disease, mental health, substance use disorder, physical activity",https://trinityhealth.com/wp-content/uploads/2021/07/Trinity-Health-CHNA-Report-2016.pdf,https://trinityhealth.com/wp-content/uploads/2021/07/Trinity-Health-CHNA-Report-2016.pdf,N/A,
6411250,Trinity Hospital Twin City,819 North First Street,Dennison,44621-1098,OH,CommonSpirit Health,Non-Profit,2021,List of Counties,Tuscarawas,N/A,N/A,"Healthcare access, Social conditions, health behavior, youth health ","Healthcare access, Social conditions, health behavior, youth health ",https://www.trinitytwincity.org/upload/documents/community_health_needs_assessment/community_health_needs_assessment_2022.pdf,https://www.trinitytwincity.org/upload/documents/Needs_Assessment/chip_for_trinity_heatlh_system_twin_city_medical_center.pdf,N/A,
6412290,Trumbull Memorial Hospital,1350 East Market Street,Warren,44483-6628,OH,"Steward Health Care System, LLC",Non-Profit,2022,List of Counties,Trumbull,N/A,N/A,"Access to care, Access to information, Access to healthy food and physical activity, Chronic disease, Community Safety, Eduction, Infectious disease, mental health, substance use, community conditions, discrimination, reproductive and child health","Mental health and substance use, community conditions and safety, access to care",http://www.tcchd.org/PDFS/Trumbull%20County%20CHNA%20Report%202022.pdf,http://www.tcchd.org/PDFS/Trumbull%20County%20CHNA%20Report%202022.pdf,N/A,
6410960,Twin Valley Behavioral Healthcare,2200 West Broad Street,Columbus,43223-1297,OH,Ohio Department of Mental Health,Unable to find,N/A unable to find,,,,,,,,,,
6410563,UH Avon Rehabilitation Hospital,37900 Chester Road,Avon,44011-1044,OH,Kindred Healthcare,Non-Profit,2022,List of Counties,Lorain,N/A,N/A,"Chronic Disease, Maternal and Child Health, Mental Health, Substance Use, Cancer","Chronic Disease, Maternal and Child Health, Mental Health, Substance Use, Cancer",https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-lorain-2022.pdf?la=en&hash=3C277F2897BD01FC54DFC574CC54647DB5A2DB9D,https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-lorain-implementation-strategy-2023.pdf?la=en&hash=4123399A0B39CF846D6BF979301A8F95170EF2F9,CommunityBenefit@UHhospitals.org,
6411930,UH Portage Medical Center,6847 North Chestnut Street,Ravenna,44266-3929,OH,University Hospitals,Non-Profit,2022,List of Counties,Portage ,N/A,N/A,"Chronic Conditions, Maternal and Infant Health, Mental Health and Addiction","Mental Health, Substance Use and Addiction, Chronic Disease; Family, Pregnancy, Infant, and Child Health",https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-portage-2022.pdf?la=en&hash=D754DFC551E347A302433DA5219604ADAACC5986,https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-portage-implementation-strategy-2023.pdf?la=en&hash=FD568D235118FD999A93CC4F78D862E7D02EFB0B,CommunityBenefit@UHhospitals.org,
6410515,UH Regional Hospitals,27100 Chardon Road,Cleveland,44143-1116,OH,University Hospitals,Non-Profit,N/A unable to find,,,,,,,,,,
6410564,UH Rehabilitation Hospital,23333 Harvard Road,Beachwood,44122-6232,OH,University Hospitals,Non-Profit,2022,List of Counties,Cuyahoga ,N/A,N/A,"Accessible and Affordable Healthcare, Access to Healthy Food, Behavioral Health, Community Saftey, Economic Concerns, Education, Environmental Health; Maternal, Fetal, Infant Health; Older Adult Population, Structural & Insitutional Racisim ","Behavioral Health, Acessible and Affordable Healthcare, Community Conditions",https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-cuyahoga-2022.pdf?la=en&hash=93D9820893AB58BF100DAF553FDAB76D9CA4F226,https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-cuyahoga-implementation-strategy-2023.pdf?la=en&hash=0F97924FC92AA352ABFE5264847451EA672B0868,CommunityBenefit@UHhospitals.org.,
6410199,University Hospitals Ahuja Medical Center,3999 Richmond Road,Beachwood,44122-6046,OH,University Hospitals,Non-Profit,2022,Combination of counties and zip codes,Cuyahoga,"44017, 44022, 44040, 44070, 44102, 44103, 44104, 44105, 44106, 44107, 44108, 44109, 44110, 44111, 44112, 44113, 44114, 44115, 44116, 44117, 44118, 44119, 44120, 44121, 44122, 44123, 44124, 44125, 44126, 44127, 44128, 44129, 44130, 44131, 44132, 44133, 44134, 44135, 44136, 44137, 44138, 44139, 44140, 44141, 44142, 44143, 44144, 44145, 44146, 44147, 44149",N/A,"Behavioral Health, Accessible and Affordable Healthcare, Community Conditions","Behavioral Health, Accessible and Affordable Health Care, Community Conditions",https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-cuyahoga-2022.pdf?la=en&hash=93D9820893AB58BF100DAF553FDAB76D9CA4F226,https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-cuyahoga-implementation-strategy-2023.pdf?la=en&hash=0F97924FC92AA352ABFE5264847451EA672B0868,"fmills@clevelandohio.gov, hip.cuyahoga@gmail.com, InstituteForHOPE@metrohealth.org, comalley@swgeneral.com, info@stvincentcharity.com, communitybenefit@UHhospitals.org",
6410920,University Hospitals Cleveland Medical Center,11100 Euclid Avenue,Cleveland,44106-1716,OH,University Hospitals,Non-Profit,2022,Combination of counties and zip codes,Cuyahoga,"44017, 44022, 44040, 44070, 44102, 44103, 44104, 44105, 44106, 44107, 44108, 44109, 44110, 44111, 44112, 44113, 44114, 44115, 44116, 44117, 44118, 44119, 44120, 44121, 44122, 44123, 44124, 44125, 44126, 44127, 44128, 44129, 44130, 44131, 44132, 44133, 44134, 44135, 44136, 44137, 44138, 44139, 44140, 44141, 44142, 44143, 44144, 44145, 44146, 44147, 44149",N/A,"Behavioral Health, Accessible and Affordable Healthcare, Community Conditions","Behavioral Health, Accessible and Affordable Healthcare, Community Conditions",https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-cuyahoga-2022.pdf?la=en&hash=93D9820893AB58BF100DAF553FDAB76D9CA4F226,https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-cuyahoga-implementation-strategy-2023.pdf?la=en&hash=0F97924FC92AA352ABFE5264847451EA672B0868,"fmills@clevelandohio.gov, hip.cuyahoga@gmail.com, InstituteForHOPE@metrohealth.org, comalley@swgeneral.com, info@stvincentcharity.com, communitybenefit@UHhospitals.org",
6411120,University Hospitals Conneaut Medical Center,158 West Main Road,Conneaut,44030-2039,OH,University Hospitals,Non-Profit,2022,Combination of counties and places,Ashtabula,N/A,"Ashtabula City, Conneaut City","Adult Depression/Anxiety Prevention and Treatment, Access to Health Care, Obesity Prevention","Obesity, Prevent Obesity and Chronic Conditions by Promoting Nutrition and Physcial Acitivty, Prevent and Promote Treatment of Depression and Anxiety Across the Lifespan",https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-ashtabula-2022.pdf?la=en&hash=F38BBE5E4FB012415CF42A5CA8687EFC8F1451BD,https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-ashtabula-implementation-strategy-2023.pdf?la=en&hash=C0D7A93DCCB9BDD37609C018A4CDC2AC6C39A759,"jbecker@ashtabulacountyhealth.com, karen@illuminology.net, danielle.price3@uhhospitals.org",
6411290,University Hospitals Elyria Medical Center,630 East River Street,Elyria,44035-5902,OH,University Hospitals,Non-Profit,2022,List of Counties,Lorain,N/A,N/A,"Chronic Disease, Maternal and Child Health, Mental Health, Substance Use, Cancer","Chronis Disease, Mental Health, Substance Use, Cancer",https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-lorain-2022.pdf?la=en&hash=3C277F2897BD01FC54DFC574CC54647DB5A2DB9D,https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-lorain-implementation-strategy-2023.pdf?la=en&hash=4123399A0B39CF846D6BF979301A8F95170EF2F9,communityBenefit@UHhospitals.org,
6410335,University Hospitals Geauga Medical Center,13207 Ravenna Road,Chardon,44024-7032,OH,University Hospitals,Non-Profit,2022,List of Counties,Geauga,N/A,N/A,"Behavioral Health, Healthcare Access and Quality, Chronic Conditions, Community Conditions","Behavioral Health, Chronic Conditions, Health Care Access and Quality",https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-geauga-2022.pdf?la=en&hash=980F2303A1B9D66D2E2C3D8E558C541141AC3E66,https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/2020-geauga-implementation-strategy.pdf?la=en&hash=D9A5012DC843C416FB72350D9E348B047096FCD2,CommunityBenefit@UHhospitals.org,
6411376,University Hospitals Geneva Medical Center,870 West Main Street,Geneva,44041-1295,OH,University Hospitals,Non-Profit,2022,List of Counties,Ashtabula,N/A,N/A,"Adult Depression/Anxiety Prevention and Treatment, Access to Health Care, Obesity Prevention","Obesity, Prevent Obesity and Chronic Conditions by Promoting Nutrition and Physcial Acitivty, Prevent and Promote Treatment of Depression and Anxiety Across the Lifespan",https://uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-ashtabula-2022.pdf?la=en&hash=F38BBE5E4FB012415CF42A5CA8687EFC8F1451BD,https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-ashtabula-implementation-strategy-2023.pdf?la=en&hash=C0D7A93DCCB9BDD37609C018A4CDC2AC6C39A759,CommunityBenefit@UHhospitals.org,
6410805,University Hospitals Parma Medical Center,7007 Powers Boulevard,Parma,44129-5495,OH,University Hospitals,Non-Profit,2022,List of Counties,Cuyahoga,N/A,N/A,"Behavioral Health, Accessible and Affordable Healthcare, Community Conditions","Behavioral Health, Accessible and Affordable Healthcare, Community Conditions",https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-cuyahoga-2022.pdf?la=en&hash=93D9820893AB58BF100DAF553FDAB76D9CA4F226,https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-cuyahoga-implementation-strategy-2023.pdf?la=en&hash=0F97924FC92AA352ABFE5264847451EA672B0868,CommunityBenefit@UHhospitals.org,
6410110,University Hospitals Samaritan Medical Center,1025 Center Street,Ashland,44805-4011,OH,University Hospitals,Non-Profit,2022,List of Counties,Ashland ,N/A,N/A,"Behavioral Health (Mental Health & Substance Use/Misuse), Access to Healthcare, Cancer","Behavioral Health, Access to Healthcare, Cancer",https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-ashland-2022.pdf?la=en&hash=550999680072E1254CC1B872E0D974246FAD2AF6,https://www.uhhospitals.org/about-uh/community-benefit/community-health-needs-assessment,CommunityBenefit@UHhospitals.org,
6410435,University of Cincinnati Medical Center,234 Goodman Street,Cincinnati,45219-2316,OH,UC Health,Non-Profit,N/A unable to find,,,,,,,,,,
6410022,Upper Valley Medical Center,3130 North County Road 25A,Troy,45373-1309,OH,Premier Health,Non-Profit,2022,List of Counties,"Adams, Auglaize, Brown, Butler, Champaign, Clark, Clermont, Clinton, Darke, Greene, Hamilton, Highland, Miami, Montgomery, Preble, Shelby, Warren",N/A,N/A,"Cardiovascular Conditions, Mental Health, Arthritis, Lung/Respiratory Health, Dental, Maternal Health, Prevention-related needs, Social Determinants of Health, Structural Barriers","Food Security, Access to Care, Workforce Diversity/Cultural Competency",https://www.premierhealth.com/docs/default-source/default-document-library/premier-health-community-health-needs-assessment-2021.pdf?sfvrsn=de6df2b1_5,https://www.premierhealth.com/docs/default-source/default-document-library/premier-health-community-health-needs-assessment-2021.pdf?sfvrsn=de6df2b1_5,N/A,
6412240,Van Wert County Hospital,1250 South Washington Street,Van Wert,45891-2599,OH,,,2021,"Combination of counties, zip codes, and places","Van Wert, Allen, Mercer","45832, 45833, 45874, 45882, 44891","Convoy, Delphos, Ohio City, Rockford, Van Wert","Access to Healthcare, Chronic Diseases, Community Conditions, Covid-19, HIV/AIDS Testing, Maternal and Infant Health, Mental Health, Nutritional/Physical Activity, Preventative Practices, Substance Use, Tobacco and Nicotine Use","Access to Healthcare, Nutritional/Physical Activity, Preventative Practices, Chronic Diseases, Mental Health, Maternal and Infant Health, Substance Use, Community Conditions or Social Determinants of Health, Covid-19, Tobacco and Nicotine Use, HIV/AIDS Testing",https://www.ohiohealth.com/siteassets/find-a-location/hospitals/van-wert-hospital/chna/2021-vanwerthealth-chna.pdf,https://www.ohiohealth.com/siteassets/find-a-location/hospitals/van-wert-hospital/chna/2021-vanwerthealth-chna.pdf,Jeffrey.Kasler@OhioHealth.com,
6410037,Vibra Hospital of Mahoning Valley,8049 South Avenue,Boardman,44512-6154,OH,Vibra Healthcare,,N/A unable to find,,,,,,,,,,
6411400,Wayne HealthCare,835 Sweitzer Street,Greenville,45331-1077,OH,,Non-Profit,2021,Combination of counties and places,"Adams, Auglaize, Brown, Butler, Champaign, Clark, Clermont, Clinton, Darke, Greene, Hamilton, Highland, Miami, Montgomery, Preble, Shelby, Warren",N/A,"Cincinnati, Hamilton, Norwood, Piqua, Springdale","Behavioral Health, Cardiovascular Disease, Dental, Vision","Chronic Disease, Mental Health, Access to care",https://www.waynehealthcare.org/documents/content/CHNA-Report-2021.pdf,https://www.waynehealthcare.org/documents/content/Implementation_Strategy-2019_2021_Final.pdf,N/A,
